epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.03411111235618591,3.408750057220459,0.001,0.03400000184774399,3.407816171646118
1,0.04899999871850014,3.3426835536956787,0.001,0.05000000074505806,3.333275079727173
2,0.104814812541008,2.9991259574890137,0.001,0.14133332669734955,2.787039041519165
3,0.17100000381469727,2.664167642593384,0.001,0.16433332860469818,2.6229121685028076
4,0.2285185158252716,2.4292986392974854,0.001,0.2473333328962326,2.304142475128174
5,0.27659258246421814,2.2520110607147217,0.001,0.2643333375453949,2.2658891677856445
6,0.3234814703464508,2.0867526531219482,0.001,0.3083333373069763,2.097416400909424
7,0.36529630422592163,1.9429758787155151,0.001,0.3956666588783264,1.8656466007232666
8,0.4054444432258606,1.8244149684906006,0.001,0.4336666762828827,1.741364598274231
9,0.4427036941051483,1.7160371541976929,0.001,0.41233333945274353,1.7566661834716797
10,0.5021111369132996,1.5591005086898804,0.001,0.528333306312561,1.4845141172409058
11,0.5527777671813965,1.4110047817230225,0.001,0.5773333311080933,1.3405197858810425
12,0.5812963247299194,1.3264955282211304,0.001,0.5263333320617676,1.4801204204559326
13,0.5984444618225098,1.2631185054779053,0.001,0.5993333458900452,1.2590017318725586
14,0.6206666827201843,1.2036069631576538,0.001,0.6206666827201843,1.2044577598571777
15,0.6428518295288086,1.139288067817688,0.001,0.5876666903495789,1.2913434505462646
16,0.6648518443107605,1.083815336227417,0.001,0.6796666383743286,1.0665440559387207
17,0.6868888735771179,1.0259939432144165,0.001,0.6863333582878113,1.025211215019226
18,0.7091851830482483,0.9713271260261536,0.001,0.7116666436195374,0.9779036641120911
19,0.7229629755020142,0.9232210516929626,0.001,0.7233333587646484,0.936276912689209
20,0.7339259386062622,0.8907425999641418,0.001,0.7113333344459534,0.9712241291999817
21,0.7394074201583862,0.864677906036377,0.001,0.7369999885559082,0.9080949425697327
22,0.7512962818145752,0.8336894512176514,0.001,0.7483333349227905,0.8532605171203613
23,0.755814790725708,0.8173569440841675,0.001,0.7443333268165588,0.8704475164413452
24,0.759148120880127,0.8003101944923401,0.001,0.7483333349227905,0.8476981520652771
25,0.7673333287239075,0.7800549268722534,0.001,0.7443333268165588,0.8532882332801819
26,0.7705185413360596,0.7662466764450073,0.001,0.7546666860580444,0.837796688079834
27,0.77696293592453,0.7496457099914551,0.001,0.7523333430290222,0.8493267297744751
28,0.7805926203727722,0.7332378029823303,0.001,0.7523333430290222,0.8651283383369446
29,0.7828148007392883,0.7269607186317444,0.001,0.7459999918937683,0.8937084674835205
30,0.7866666913032532,0.7107610702514648,0.001,0.7483333349227905,0.9119296073913574
