epoch,accuracy,loss,lr,val_accuracy,val_loss
32,0.7084074020385742,1.1239253282546997,0.0003,0.6816666722297668,1.180381417274475
33,0.7148148417472839,1.1127902269363403,0.0003,0.7386666536331177,1.0566524267196655
34,0.7197036743164062,1.0959460735321045,0.0003,0.7166666388511658,1.1133806705474854
35,0.7260370254516602,1.085986852645874,0.0003,0.7203333377838135,1.1163181066513062
36,0.7204814553260803,1.0851836204528809,0.0003,0.7279999852180481,1.0819090604782104
37,0.7283333539962769,1.0770399570465088,0.0003,0.7203333377838135,1.0878535509109497
38,0.7334444522857666,1.0636444091796875,0.0003,0.7573333382606506,1.0093859434127808
39,0.7358148097991943,1.0575237274169922,0.0003,0.75,1.0385686159133911
40,0.7320370078086853,1.0547246932983398,0.0003,0.7476666569709778,1.0342223644256592
41,0.7374444603919983,1.0447100400924683,0.0003,0.7096666693687439,1.0988640785217285
42,0.7355926036834717,1.0426452159881592,0.0003,0.6869999766349792,1.1711688041687012
43,0.7380740642547607,1.0341600179672241,0.0003,0.7493333220481873,1.0184799432754517
44,0.7437037229537964,1.0246772766113281,0.0003,0.7559999823570251,1.009756326675415
45,0.743148148059845,1.025010585784912,0.0003,0.737333357334137,1.0591928958892822
46,0.7468518614768982,1.0209972858428955,0.0003,0.7649999856948853,0.981712818145752
47,0.7440370321273804,1.017944574356079,0.0003,0.737333357334137,1.0481394529342651
48,0.750333309173584,1.0084606409072876,0.0003,0.7593333125114441,1.0280470848083496
49,0.7507777810096741,1.0012660026550293,0.0003,0.7540000081062317,1.0328421592712402
50,0.7570000290870667,0.9931439757347107,0.0003,0.6846666932106018,1.2122539281845093
51,0.7569629549980164,0.9917146563529968,0.0003,0.7763333320617676,0.9552665948867798
52,0.7562592625617981,0.9868181943893433,0.0003,0.762333333492279,1.0027869939804077
53,0.7588889002799988,0.9791375398635864,0.0003,0.7263333201408386,1.1272246837615967
54,0.7609999775886536,0.9779903292655945,0.0003,0.7253333330154419,1.1001770496368408
55,0.7631852030754089,0.9692164063453674,0.0003,0.7676666378974915,0.9784096479415894
56,0.7681481242179871,0.9602615237236023,0.0003,0.753333330154419,1.0289506912231445
57,0.7710370421409607,0.9510228633880615,0.0003,0.7816666960716248,0.9420084357261658
58,0.7705555558204651,0.9557685256004333,0.0003,0.7706666588783264,0.969770610332489
59,0.7748888731002808,0.941375732421875,0.0003,0.762333333492279,1.0167818069458008
60,0.7729629874229431,0.9382169842720032,0.0003,0.7683333158493042,0.9859766960144043
61,0.7785555720329285,0.9336639642715454,0.0003,0.781333327293396,0.9526224732398987
62,0.7771481275558472,0.9310306906700134,0.0003,0.765999972820282,0.9657463431358337
63,0.7791851758956909,0.9237812757492065,0.0003,0.7696666717529297,0.9869934320449829
64,0.7831481695175171,0.9141697883605957,0.0003,0.7736666798591614,0.9444464445114136
65,0.7841851711273193,0.9133352041244507,0.0003,0.7803333401679993,0.9698735475540161
66,0.7821851968765259,0.9090816974639893,0.0003,0.762333333492279,1.0247039794921875
67,0.788185179233551,0.9011660218238831,0.0003,0.7703333497047424,0.9811019897460938
68,0.8192222118377686,0.8083537817001343,6.0000002e-05,0.7963333129882812,0.9032683372497559
69,0.820888876914978,0.7992663979530334,6.0000002e-05,0.8003333210945129,0.8988319635391235
70,0.8241111040115356,0.7918334603309631,6.0000002e-05,0.7953333258628845,0.9152213335037231
71,0.8248518705368042,0.7833535671234131,6.0000002e-05,0.7889999747276306,0.9312732815742493
72,0.8254444599151611,0.7819535732269287,6.0000002e-05,0.7946666479110718,0.9196690320968628
73,0.8270000219345093,0.7814521193504333,6.0000002e-05,0.7950000166893005,0.9114784598350525
74,0.8302592635154724,0.7769911289215088,6.0000002e-05,0.7983333468437195,0.9187607169151306
75,0.8304073810577393,0.7710991501808167,6.0000002e-05,0.7919999957084656,0.9215762615203857
76,0.8294814825057983,0.7674170136451721,6.0000002e-05,0.7963333129882812,0.9136042594909668
77,0.8327407240867615,0.7642443776130676,6.0000002e-05,0.7996666431427002,0.9130098223686218
78,0.8305185437202454,0.7670474648475647,6.0000002e-05,0.7940000295639038,0.9329605102539062
79,0.8315926194190979,0.7628710865974426,6.0000002e-05,0.8046666383743286,0.8936506509780884
80,0.8314444422721863,0.7635595798492432,6.0000002e-05,0.8053333163261414,0.8941034078598022
81,0.8322963118553162,0.7576763033866882,6.0000002e-05,0.7990000247955322,0.9127569794654846
82,0.8347036838531494,0.7541544437408447,6.0000002e-05,0.8019999861717224,0.9110599756240845
83,0.835444450378418,0.7532932758331299,6.0000002e-05,0.7960000038146973,0.9132013916969299
84,0.8366296291351318,0.7508881688117981,6.0000002e-05,0.7953333258628845,0.9222536683082581
85,0.8371852040290833,0.7461861968040466,6.0000002e-05,0.7990000247955322,0.910906195640564
86,0.8402592539787292,0.7425609827041626,6.0000002e-05,0.800000011920929,0.9142670035362244
87,0.8377777934074402,0.7440575361251831,6.0000002e-05,0.7929999828338623,0.9339035749435425
88,0.8407777547836304,0.7417078018188477,6.0000002e-05,0.7713333368301392,1.0006053447723389
89,0.8415555357933044,0.7370235919952393,6.0000002e-05,0.8063333630561829,0.9050165414810181
90,0.8481481671333313,0.7138760089874268,1.2e-05,0.8046666383743286,0.9068349599838257
91,0.8487777709960938,0.7119832038879395,1.2e-05,0.8046666383743286,0.9133744239807129
92,0.8501851558685303,0.7113752961158752,1.2e-05,0.800000011920929,0.9178595542907715
93,0.848370373249054,0.7091136574745178,1.2e-05,0.8069999814033508,0.9049729704856873
94,0.8500370383262634,0.709208071231842,1.2e-05,0.8040000200271606,0.9027237296104431
95,0.8509629368782043,0.7071760892868042,1.2e-05,0.8073333501815796,0.9040629863739014
96,0.8519999980926514,0.703036367893219,1.2e-05,0.8046666383743286,0.9069620966911316
97,0.853518545627594,0.704293966293335,1.2e-05,0.8033333420753479,0.9172850847244263
98,0.8517777919769287,0.7033289670944214,1.2e-05,0.8036666512489319,0.9118427634239197
99,0.8509259223937988,0.7061123847961426,1.2e-05,0.8056666851043701,0.9085582494735718
100,0.8534073829650879,0.7009192109107971,2.4e-06,0.8086666464805603,0.9057483673095703
101,0.853592574596405,0.6992764472961426,2.4e-06,0.8080000281333923,0.9088299870491028
102,0.8531851768493652,0.6990243792533875,2.4e-06,0.8090000152587891,0.9033330678939819
103,0.8527777791023254,0.7003104090690613,2.4e-06,0.8073333501815796,0.9123995900154114
104,0.8521111011505127,0.6980324983596802,2.4e-06,0.8076666593551636,0.9085965156555176
105,0.8527777791023254,0.6999082565307617,2.4e-06,0.8076666593551636,0.9065488576889038
106,0.8537407517433167,0.6982284188270569,2.4e-06,0.8076666593551636,0.9097132682800293
107,0.853592574596405,0.6976794600486755,2.4e-06,0.8080000281333923,0.9063391089439392
108,0.8539629578590393,0.6990433931350708,2.4e-06,0.8069999814033508,0.9092273116111755
109,0.8518518805503845,0.6999226808547974,2.4e-06,0.809333324432373,0.9066435694694519
110,0.8532962799072266,0.6963655948638916,4.8000004e-07,0.8073333501815796,0.9081695079803467
111,0.854962944984436,0.6955286264419556,4.8000004e-07,0.8080000281333923,0.9076669216156006
112,0.8531851768493652,0.6976378560066223,4.8000004e-07,0.8086666464805603,0.9066761136054993
113,0.8530370593070984,0.6969104409217834,4.8000004e-07,0.8096666932106018,0.9068366885185242
114,0.8547777533531189,0.6967675089836121,4.8000004e-07,0.8090000152587891,0.9077962040901184
115,0.8558889031410217,0.6945656538009644,4.8000004e-07,0.809333324432373,0.90643709897995
116,0.854185163974762,0.696721076965332,4.8000004e-07,0.8080000281333923,0.907612144947052
117,0.8542592525482178,0.6967701315879822,4.8000004e-07,0.8086666464805603,0.9069575071334839
118,0.8545185327529907,0.6971456408500671,4.8000004e-07,0.809333324432373,0.9062473177909851
119,0.8529999852180481,0.6981183886528015,4.8000004e-07,0.8090000152587891,0.9061744213104248
120,0.8530740737915039,0.6974695920944214,9.600001e-08,0.809333324432373,0.9066706299781799
121,0.853518545627594,0.6980492472648621,9.600001e-08,0.8090000152587891,0.9065868258476257
122,0.8562222123146057,0.6947007179260254,9.600001e-08,0.8090000152587891,0.9069055914878845
123,0.853851854801178,0.697027862071991,9.600001e-08,0.8090000152587891,0.9067883491516113
124,0.8541111350059509,0.6957356333732605,9.600001e-08,0.8083333373069763,0.9071703553199768
125,0.8538888692855835,0.6983506083488464,9.600001e-08,0.8086666464805603,0.9072285890579224
126,0.8564814925193787,0.6963321566581726,9.600001e-08,0.8086666464805603,0.907036304473877
127,0.8552963137626648,0.6964383721351624,9.600001e-08,0.8086666464805603,0.9072301983833313
128,0.8550000190734863,0.6937119364738464,9.600001e-08,0.8083333373069763,0.9076591730117798
129,0.8533333539962769,0.6967623829841614,9.600001e-08,0.8086666464805603,0.9073903560638428
130,0.8541111350059509,0.6969040036201477,1.9200002e-08,0.8086666464805603,0.9073426127433777
131,0.8532962799072266,0.6959426999092102,1.9200002e-08,0.8086666464805603,0.9073286056518555
132,0.8560370206832886,0.6931178569793701,1.9200002e-08,0.8086666464805603,0.907329261302948
133,0.8588888645172119,0.692375123500824,1.9200002e-08,0.8086666464805603,0.907350480556488
134,0.855222225189209,0.6943463087081909,1.9200002e-08,0.8086666464805603,0.9073562622070312
135,0.8542222380638123,0.6939775943756104,1.9200002e-08,0.8086666464805603,0.9073702096939087
136,0.8547777533531189,0.6959254741668701,1.9200002e-08,0.8086666464805603,0.9073144793510437
137,0.8544814586639404,0.6941561698913574,1.9200002e-08,0.8086666464805603,0.9073172807693481
138,0.8547407388687134,0.693289577960968,1.9200002e-08,0.8086666464805603,0.907309889793396
139,0.8551111221313477,0.694818913936615,1.9200002e-08,0.8086666464805603,0.9073217511177063
140,0.8543703556060791,0.6970313787460327,3.8400003e-09,0.8086666464805603,0.9073228240013123
141,0.8550000190734863,0.6931802034378052,3.8400003e-09,0.8086666464805603,0.907323956489563
142,0.855555534362793,0.6951147317886353,3.8400003e-09,0.8086666464805603,0.9073255062103271
143,0.8537407517433167,0.6968953013420105,3.8400003e-09,0.8086666464805603,0.9073330760002136
